spis_class_path,spis_domain,spis_family,family_id,current_project_mapping,mapping_status,evidence_code_paths,evidence_config_route_paths,evidence_test_paths,evidence_gate_artifacts,evidence_documentation_paths,key_difference,next_action,notes
Top/Plasma/TimeDependentEnvironment.java,Top,Top/Plasma,top_plasma,DensePlasmaSurfaceCharging + SurfaceRuntimePlan + Plasma Analysis 配置对象中的 plasma/environment 路由。,聚合等价实现,Toolkit/Plasma Analysis/include/FluidAlgorithmConfig.h | Toolkit/Surface Charging/include/DensePlasmaSurfaceCharging.h | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/src/SurfaceRuntimePlan.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Tools/Particle/test/SurfaceDistributionFunction_test.cpp::BuildSurfaceFluxMomentsConstructsWakeAndHybridSources, BuildAndSynthesisSupportMaxwellFamilyModels | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目按环境参数与 runtime 计划承载 plasma 家族，而不是逐 Java plasma 类镜像。,继续维护 GEO/LEO plasma case 与 distribution/runtime 兼容性。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/SC/InteractSC.java,Top,Top/SC,top_sc,SurfaceCircuitCoupling + DensePlasmaSurfaceCharging 中的 spacecraft/body/patch/interface 组织层。,聚合等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Toolkit/Surface Charging/include/DensePlasmaSurfaceCharging.h | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::GenericCircuitAssemblyAppliesNodeBranchAndSourceElements, SurfaceAssemblyAppliesDynamicExcitationOverrides | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata, ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目把 SC 家族融入 circuit/body/patch 运行时装配，不保留 Java SC 类树外形。,保持 multi-body / multi-patch 场景和 SC metadata。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/SC/RCCabsSC.java,Top,Top/SC,top_sc,SurfaceCircuitCoupling + DensePlasmaSurfaceCharging 中的 spacecraft/body/patch/interface 组织层。,聚合等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Toolkit/Surface Charging/include/DensePlasmaSurfaceCharging.h | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::GenericCircuitAssemblyAppliesNodeBranchAndSourceElements, SurfaceAssemblyAppliesDynamicExcitationOverrides | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata, ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目把 SC 家族融入 circuit/body/patch 运行时装配，不保留 Java SC 类树外形。,保持 multi-body / multi-patch 场景和 SC metadata。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/SC/RLCSC.java,Top,Top/SC,top_sc,SurfaceCircuitCoupling + DensePlasmaSurfaceCharging 中的 spacecraft/body/patch/interface 组织层。,聚合等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Toolkit/Surface Charging/include/DensePlasmaSurfaceCharging.h | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::GenericCircuitAssemblyAppliesNodeBranchAndSourceElements, SurfaceAssemblyAppliesDynamicExcitationOverrides | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata, ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目把 SC 家族融入 circuit/body/patch 运行时装配，不保留 Java SC 类树外形。,保持 multi-body / multi-patch 场景和 SC metadata。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/SC/SC.java,Top,Top/SC,top_sc,SurfaceCircuitCoupling + DensePlasmaSurfaceCharging 中的 spacecraft/body/patch/interface 组织层。,聚合等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Toolkit/Surface Charging/include/DensePlasmaSurfaceCharging.h | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::GenericCircuitAssemblyAppliesNodeBranchAndSourceElements, SurfaceAssemblyAppliesDynamicExcitationOverrides | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata, ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目把 SC 家族融入 circuit/body/patch 运行时装配，不保留 Java SC 类树外形。,保持 multi-body / multi-patch 场景和 SC metadata。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/Simulation/BundleAPI_SimulationInit.java,Top,Top/Simulation,top_simulation,SurfaceSimulationRunner + SurfaceRuntimePlan + DensePlasmaSurfaceCharging 模拟主线。,聚合等价实现,Toolkit/Surface Charging/include/SurfaceSimulationRunner.h | Toolkit/Surface Charging/src/SurfaceSimulationRunner.cpp | Toolkit/Surface Charging/include/SurfaceRuntimePlan.h | Toolkit/Surface Charging/src/SurfaceRuntimePlan.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::RunsDefaultPresetWithZeroSteps, CompilesPresetMetadataAndSolverPolicy | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目将 Simulation 家族压缩为统一 simulation runner/runtime plan，不保留 Java listener/init 对象层。,保持 simulation route、reference matrix 与 lifecycle hooks 回归。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/Simulation/PlasmaScSimulation.java,Top,Top/Simulation,top_simulation,SurfaceSimulationRunner + SurfaceRuntimePlan + DensePlasmaSurfaceCharging 模拟主线。,已等价实现,Toolkit/Surface Charging/include/SurfaceSimulationRunner.h | Toolkit/Surface Charging/src/SurfaceSimulationRunner.cpp | Toolkit/Surface Charging/include/SurfaceRuntimePlan.h | Toolkit/Surface Charging/src/SurfaceRuntimePlan.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::RunsDefaultPresetWithZeroSteps, CompilesPresetMetadataAndSolverPolicy | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目将 Simulation 家族压缩为统一 simulation runner/runtime plan，不保留 Java listener/init 对象层。,保持现有代码路径、测试和 gate 证据不回退。,
Top/Simulation/Simulation.java,Top,Top/Simulation,top_simulation,SurfaceSimulationRunner + SurfaceRuntimePlan + DensePlasmaSurfaceCharging 模拟主线。,已等价实现,Toolkit/Surface Charging/include/SurfaceSimulationRunner.h | Toolkit/Surface Charging/src/SurfaceSimulationRunner.cpp | Toolkit/Surface Charging/include/SurfaceRuntimePlan.h | Toolkit/Surface Charging/src/SurfaceRuntimePlan.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::RunsDefaultPresetWithZeroSteps, CompilesPresetMetadataAndSolverPolicy | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目将 Simulation 家族压缩为统一 simulation runner/runtime plan，不保留 Java listener/init 对象层。,保持现有代码路径、测试和 gate 证据不回退。,
Top/Simulation/SimulationFromUIParams.java,Top,Top/Simulation,top_simulation,SurfaceSimulationRunner + SurfaceRuntimePlan + DensePlasmaSurfaceCharging 模拟主线。,已等价实现,Toolkit/Surface Charging/include/SurfaceSimulationRunner.h | Toolkit/Surface Charging/src/SurfaceSimulationRunner.cpp | Toolkit/Surface Charging/include/SurfaceRuntimePlan.h | Toolkit/Surface Charging/src/SurfaceRuntimePlan.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::RunsDefaultPresetWithZeroSteps, CompilesPresetMetadataAndSolverPolicy | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目将 Simulation 家族压缩为统一 simulation runner/runtime plan，不保留 Java listener/init 对象层。,保持现有代码路径、测试和 gate 证据不回退。,
Top/Simulation/SimulationListener.java,Top,Top/Simulation,top_simulation,SurfaceSimulationRunner + SurfaceRuntimePlan + DensePlasmaSurfaceCharging 模拟主线。,近似实现,Toolkit/Surface Charging/include/SurfaceSimulationRunner.h | Toolkit/Surface Charging/src/SurfaceSimulationRunner.cpp | Toolkit/Surface Charging/include/SurfaceRuntimePlan.h | Toolkit/Surface Charging/src/SurfaceRuntimePlan.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::RunsDefaultPresetWithZeroSteps, CompilesPresetMetadataAndSolverPolicy | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目将 Simulation 家族压缩为统一 simulation runner/runtime plan，不保留 Java listener/init 对象层。,保持 simulation route、reference matrix 与 lifecycle hooks 回归。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/Top/NumTopFromUI.java,Top,Top/Top,top_top,SurfaceScenarioCatalog、SurfaceSimulationRunner、SurfaceRuntimePlan、Main 入口中的 top-level 场景组织层。,聚合等价实现,Toolkit/Surface Charging/include/SurfaceScenarioCatalog.h | Toolkit/Surface Charging/src/SurfaceScenarioCatalog.cpp | Toolkit/Surface Charging/include/SurfaceSimulationRunner.h | Toolkit/Surface Charging/src/SurfaceSimulationRunner.cpp | Toolkit/Surface Charging/include/SurfaceRuntimePlan.h | Toolkit/Surface Charging/src/SurfaceRuntimePlan.cpp | Main/SurfaceScenarioLoader.cpp | Main/main.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Main/SurfaceScenarioLoader.cpp | Main/main.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::ListsPresetsAndResolvesAliases, RunsDefaultPresetWithZeroSteps, CompilesPresetMetadataAndSolverPolicy | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::PresetCatalogRouteExportsTopTopFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目以场景目录和 runtime plan 替代 SPIS 顶层 UI/top 对象树。,继续维护 top route evidence 与 scenario/runtime 入口契约。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/Top/PotentialSweep.java,Top,Top/Top,top_top,SurfaceScenarioCatalog、SurfaceSimulationRunner、SurfaceRuntimePlan、Main 入口中的 top-level 场景组织层。,聚合等价实现,Toolkit/Surface Charging/include/SurfaceScenarioCatalog.h | Toolkit/Surface Charging/src/SurfaceScenarioCatalog.cpp | Toolkit/Surface Charging/include/SurfaceSimulationRunner.h | Toolkit/Surface Charging/src/SurfaceSimulationRunner.cpp | Toolkit/Surface Charging/include/SurfaceRuntimePlan.h | Toolkit/Surface Charging/src/SurfaceRuntimePlan.cpp | Main/SurfaceScenarioLoader.cpp | Main/main.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Main/SurfaceScenarioLoader.cpp | Main/main.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::ListsPresetsAndResolvesAliases, RunsDefaultPresetWithZeroSteps, CompilesPresetMetadataAndSolverPolicy | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::PresetCatalogRouteExportsTopTopFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目以场景目录和 runtime plan 替代 SPIS 顶层 UI/top 对象树。,继续维护 top route evidence 与 scenario/runtime 入口契约。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/Top/Scenario.java,Top,Top/Top,top_top,SurfaceScenarioCatalog、SurfaceSimulationRunner、SurfaceRuntimePlan、Main 入口中的 top-level 场景组织层。,聚合等价实现,Toolkit/Surface Charging/include/SurfaceScenarioCatalog.h | Toolkit/Surface Charging/src/SurfaceScenarioCatalog.cpp | Toolkit/Surface Charging/include/SurfaceSimulationRunner.h | Toolkit/Surface Charging/src/SurfaceSimulationRunner.cpp | Toolkit/Surface Charging/include/SurfaceRuntimePlan.h | Toolkit/Surface Charging/src/SurfaceRuntimePlan.cpp | Main/SurfaceScenarioLoader.cpp | Main/main.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Main/SurfaceScenarioLoader.cpp | Main/main.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::ListsPresetsAndResolvesAliases, RunsDefaultPresetWithZeroSteps, CompilesPresetMetadataAndSolverPolicy | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::PresetCatalogRouteExportsTopTopFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目以场景目录和 runtime plan 替代 SPIS 顶层 UI/top 对象树。,继续维护 top route evidence 与 scenario/runtime 入口契约。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/Top/SpisTopMenu.java,Top,Top/Top,top_top,SurfaceScenarioCatalog、SurfaceSimulationRunner、SurfaceRuntimePlan、Main 入口中的 top-level 场景组织层。,近似实现,Toolkit/Surface Charging/include/SurfaceScenarioCatalog.h | Toolkit/Surface Charging/src/SurfaceScenarioCatalog.cpp | Toolkit/Surface Charging/include/SurfaceSimulationRunner.h | Toolkit/Surface Charging/src/SurfaceSimulationRunner.cpp | Toolkit/Surface Charging/include/SurfaceRuntimePlan.h | Toolkit/Surface Charging/src/SurfaceRuntimePlan.cpp | Main/SurfaceScenarioLoader.cpp | Main/main.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Main/SurfaceScenarioLoader.cpp | Main/main.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::ListsPresetsAndResolvesAliases, RunsDefaultPresetWithZeroSteps, CompilesPresetMetadataAndSolverPolicy | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::PresetCatalogRouteExportsTopTopFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目以场景目录和 runtime plan 替代 SPIS 顶层 UI/top 对象树。,继续维护 top route evidence 与 scenario/runtime 入口契约。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/Top/UIInvokable.java,Top,Top/Top,top_top,SurfaceScenarioCatalog、SurfaceSimulationRunner、SurfaceRuntimePlan、Main 入口中的 top-level 场景组织层。,近似实现,Toolkit/Surface Charging/include/SurfaceScenarioCatalog.h | Toolkit/Surface Charging/src/SurfaceScenarioCatalog.cpp | Toolkit/Surface Charging/include/SurfaceSimulationRunner.h | Toolkit/Surface Charging/src/SurfaceSimulationRunner.cpp | Toolkit/Surface Charging/include/SurfaceRuntimePlan.h | Toolkit/Surface Charging/src/SurfaceRuntimePlan.cpp | Main/SurfaceScenarioLoader.cpp | Main/main.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Main/SurfaceScenarioLoader.cpp | Main/main.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::ListsPresetsAndResolvesAliases, RunsDefaultPresetWithZeroSteps, CompilesPresetMetadataAndSolverPolicy | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::PresetCatalogRouteExportsTopTopFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目以场景目录和 runtime plan 替代 SPIS 顶层 UI/top 对象树。,继续维护 top route evidence 与 scenario/runtime 入口契约。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Top/Transition/BasicEclipseExit.java,Top,Top/Transition,top_transition,SurfaceTransitionEngine 中的 transition/updater/lifecycle 对象层 + DensePlasmaSurfaceCharging 元数据导出。,已等价实现,Toolkit/Surface Charging/include/SurfaceTransitionEngine.h | Toolkit/Surface Charging/src/SurfaceTransitionEngine.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::ExposesObserverFinalizationAndSunFluxIntensityObjectHooks, EvaluatesExtendedEventBundleWhenSunFluxIsDisabled, ExtendedEventBundleDefaultsToDisabled | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目已闭环 transition 语义，但对象层级被收口为统一 transition engine。,保持现有代码路径、测试和 gate 证据不回退。,
Top/Transition/ConductivityEvolution.java,Top,Top/Transition,top_transition,SurfaceTransitionEngine 中的 transition/updater/lifecycle 对象层 + DensePlasmaSurfaceCharging 元数据导出。,已等价实现,Toolkit/Surface Charging/include/SurfaceTransitionEngine.h | Toolkit/Surface Charging/src/SurfaceTransitionEngine.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::ExposesObserverFinalizationAndSunFluxIntensityObjectHooks, EvaluatesExtendedEventBundleWhenSunFluxIsDisabled, ExtendedEventBundleDefaultsToDisabled | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目已闭环 transition 语义，但对象层级被收口为统一 transition engine。,保持现有代码路径、测试和 gate 证据不回退。,
Top/Transition/Finalization.java,Top,Top/Transition,top_transition,SurfaceTransitionEngine 中的 transition/updater/lifecycle 对象层 + DensePlasmaSurfaceCharging 元数据导出。,已等价实现,Toolkit/Surface Charging/include/SurfaceTransitionEngine.h | Toolkit/Surface Charging/src/SurfaceTransitionEngine.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Toolkit/Surface Charging/test/SurfaceCharging_object_layer_test.cpp::ExposesObserverFinalizationAndSunFluxIntensityObjectHooks, EvaluatesExtendedEventBundleWhenSunFluxIsDisabled, ExtendedEventBundleDefaultsToDisabled | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsTopTransitionFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目已闭环 transition 语义，但对象层级被收口为统一 transition engine。,保持现有代码路径、测试和 gate 证据不回退。,
